Folio;Nombre del Articulo;Descripcion;Precio;Cantidad;Fecha de Compra;Monto;Impuesto;total_venta
SEL-11643;Lámpara LED Escritorio;3 niveles de temperatura de color;7581.22;4;29/07/2023;30324.88;4851.98;30324.88
SEL-12030;Mochila Porta Laptop;Impermeable con puerto USB;5896.12;4;10/02/2024;23584.48;3773.52;23584.48
SEL-11201;Lámpara LED Escritorio;3 niveles de temperatura de color;954.61;3;20/03/2024;2863.83;458.21;2863.83
SEL-10863;Teclado Inalámbrico;Teclas silenciosas español;5031.64;2;04/02/2024;10063.28;1610.12;10063.28
SEL-12320;Cafetera Espresso;Presión 15 bares automática;675.96;1;27/07/2023;675.96;108.15;675.96
SEL-10349;Smartphone X;Pantalla OLED 6.5 pulgadas;4489.39;3;05/09/2023;13468.17;2154.91;13468.170000000002
SEL-10311;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7551.43;1;06/08/2023;7551.43;1208.23;7551.43
SEL-11232;Cafetera Espresso;Presión 15 bares automática;1725.59;3;23/02/2024;5176.77;828.28;5176.7699999999995
SEL-11508;Silla de Oficina;Soporte lumbar ajustable;3881.88;3;23/08/2023;11645.64;1863.3;11645.64
SEL-12223;Teclado Inalámbrico;Teclas silenciosas español;2235.59;3;22/10/2023;6706.77;1073.08;6706.77
SEL-11756;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4070.08;3;02/04/2023;12210.24;1953.64;12210.24
SEL-10974;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5622.0;1;14/02/2024;5622.0;899.52;5622.0
SEL-11461;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5371.65;2;17/03/2024;10743.3;1718.93;10743.3
SEL-10292;Monitor Curvo 27';Resolución 2K 144Hz;6343.03;4;19/10/2023;25372.12;4059.54;25372.12
SEL-11015;Cafetera Espresso;Presión 15 bares automática;2499.98;1;01/03/2023;2499.98;400.0;2499.98
SEL-12114;Mochila Porta Laptop;Impermeable con puerto USB;4994.37;2;19/04/2023;9988.74;1598.2;9988.74
SEL-12269;Mochila Porta Laptop;Impermeable con puerto USB;296.89;5;30/10/2023;1484.45;237.51;1484.4499999999998
SEL-11995;Lámpara LED Escritorio;3 niveles de temperatura de color;5941.98;4;11/09/2023;23767.92;3802.87;23767.92
SEL-12155;Silla de Oficina;Soporte lumbar ajustable;4357.67;4;03/12/2023;17430.68;2788.91;17430.68
SEL-11525;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5513.31;1;30/01/2023;5513.31;882.13;5513.31
SEL-10093;Lámpara LED Escritorio;3 niveles de temperatura de color;0.0;5;16/10/2023;0.0;0.0;0.0
SEL-10257;Monitor Curvo 27';Resolución 2K 144Hz;7229.71;5;08/01/2024;36148.55;5783.77;36148.55
SEL-12160;Mochila Porta Laptop;Impermeable con puerto USB;500.94;2;10/04/2024;1001.88;160.3;1001.88
SEL-11352;Silla de Oficina;Soporte lumbar ajustable;1145.3;1;24/06/2023;1145.3;183.25;1145.3
SEL-12005;Lámpara LED Escritorio;3 niveles de temperatura de color;2249.68;5;16/04/2023;11248.4;1799.74;11248.4
SEL-10713;Monitor Curvo 27';Resolución 2K 144Hz;357.57;3;09/03/2023;1072.71;171.63;1072.71
SEL-11154;Lámpara LED Escritorio;3 niveles de temperatura de color;7427.08;5;11/08/2023;37135.4;5941.66;37135.4
SEL-11870;Silla de Oficina;Soporte lumbar ajustable;4026.43;2;05/02/2023;8052.86;1288.46;8052.86
SEL-10675;Cafetera Espresso;Presión 15 bares automática;3796.7;3;15/06/2023;11390.1;1822.42;11390.099999999999
SEL-11514;Batería Portátil;20000mAh carga rápida;5684.99;5;22/02/2024;28424.95;4547.99;28424.949999999997
SEL-12070;Silla de Oficina;Soporte lumbar ajustable;7758.94;2;30/06/2023;15517.88;2482.86;15517.88
SEL-12368;Silla de Oficina;Soporte lumbar ajustable;5926.81;3;07/01/2023;17780.43;2844.87;17780.43
SEL-11893;Lámpara LED Escritorio;3 niveles de temperatura de color;3994.17;1;25/10/2023;3994.17;639.07;3994.17
SEL-10109;Mochila Porta Laptop;Impermeable con puerto USB;2714.58;2;17/02/2023;5429.16;868.67;5429.16
SEL-10004;Cafetera Espresso;Presión 15 bares automática;0.0;2;27/01/2024;0.0;0.0;0.0
SEL-10369;Silla de Oficina;Soporte lumbar ajustable;5390.39;1;24/01/2024;5390.39;862.46;5390.39
SEL-11220;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1067.37;4;15/05/2023;4269.48;683.12;4269.48
SEL-12188;Teclado Inalámbrico;Teclas silenciosas español;3825.87;5;28/04/2023;19129.35;3060.7;19129.35
SEL-10694;Teclado Inalámbrico;Teclas silenciosas español;1558.73;4;23/11/2023;6234.92;997.59;6234.92
SEL-12101;Smartphone X;Pantalla OLED 6.5 pulgadas;2463.14;5;29/12/2023;12315.7;1970.51;12315.699999999999
SEL-10424;Mochila Porta Laptop;Impermeable con puerto USB;1558.3;3;31/03/2023;4674.9;747.98;4674.9
SEL-10024;Silla de Oficina;Soporte lumbar ajustable;0.0;3;07/05/2024;0.0;0.0;0.0
SEL-12073;Batería Portátil;20000mAh carga rápida;5777.2;1;02/01/2023;5777.2;924.35;5777.2
SEL-11793;Silla de Oficina;Soporte lumbar ajustable;3683.65;2;31/03/2024;7367.3;1178.77;7367.3
SEL-10499;Cafetera Espresso;Presión 15 bares automática;7479.95;1;23/11/2023;7479.95;1196.79;7479.95
SEL-11619;Cafetera Espresso;Presión 15 bares automática;1340.57;5;27/12/2023;6702.85;1072.46;6702.849999999999
SEL-10119;Batería Portátil;20000mAh carga rápida;1535.36;2;19/02/2023;3070.72;491.32;3070.72
SEL-11112;Lámpara LED Escritorio;3 niveles de temperatura de color;3055.41;5;16/11/2023;15277.05;2444.33;15277.05
SEL-10680;Monitor Curvo 27';Resolución 2K 144Hz;2816.11;4;04/04/2023;11264.44;1802.31;11264.44
SEL-11001;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7534.58;4;04/04/2023;30138.32;4822.13;30138.32
SEL-11242;Smartphone X;Pantalla OLED 6.5 pulgadas;4435.26;3;25/06/2023;13305.78;2128.92;13305.78
SEL-12378;Mochila Porta Laptop;Impermeable con puerto USB;3667.87;3;27/12/2023;11003.61;1760.58;11003.61
SEL-12109;Cafetera Espresso;Presión 15 bares automática;3262.9;3;14/08/2023;9788.7;1566.19;9788.7
SEL-11958;Lámpara LED Escritorio;3 niveles de temperatura de color;4003.3;2;07/04/2024;8006.6;1281.06;8006.6
SEL-11844;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;2830.85;4;07/10/2023;11323.4;1811.74;11323.4
SEL-12055;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;6771.21;1;08/12/2023;6771.21;1083.39;6771.21
SEL-12050;Lámpara LED Escritorio;3 niveles de temperatura de color;4756.67;2;22/02/2024;9513.34;1522.13;9513.34
SEL-10655;Lámpara LED Escritorio;3 niveles de temperatura de color;4154.38;3;01/10/2023;12463.14;1994.1;12463.14
SEL-11299;Batería Portátil;20000mAh carga rápida;3090.05;1;09/06/2023;3090.05;494.41;3090.05
SEL-10377;Mochila Porta Laptop;Impermeable con puerto USB;4102.0;5;03/04/2024;20510.0;3281.6;20510.0
SEL-10946;Lámpara LED Escritorio;3 niveles de temperatura de color;5501.36;1;21/10/2023;5501.36;880.22;5501.36
SEL-10006;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;0.0;5;02/05/2024;0.0;0.0;0.0
SEL-10701;Smartphone X;Pantalla OLED 6.5 pulgadas;7413.77;4;07/05/2023;29655.08;4744.81;29655.08
SEL-11338;Teclado Inalámbrico;Teclas silenciosas español;6624.91;1;20/02/2024;6624.91;1059.99;6624.91
SEL-11006;Batería Portátil;20000mAh carga rápida;6684.45;1;28/08/2023;6684.45;1069.51;6684.45
SEL-11499;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7256.22;1;18/01/2024;7256.22;1161.0;7256.22
SEL-10746;Mochila Porta Laptop;Impermeable con puerto USB;7267.55;1;17/05/2023;7267.55;1162.81;7267.55
SEL-12232;Silla de Oficina;Soporte lumbar ajustable;7536.27;2;14/02/2024;15072.54;2411.61;15072.54
SEL-11721;Mochila Porta Laptop;Impermeable con puerto USB;1106.09;3;24/12/2023;3318.27;530.92;3318.2699999999995
SEL-12407;Smartphone X;Pantalla OLED 6.5 pulgadas;5170.83;4;01/02/2024;20683.32;3309.33;20683.32
SEL-11270;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;247.51;2;06/01/2024;495.02;79.2;495.02
SEL-12237;Cafetera Espresso;Presión 15 bares automática;3726.26;3;05/02/2024;11178.78;1788.6;11178.78
SEL-11107;Lámpara LED Escritorio;3 niveles de temperatura de color;6196.4;1;15/06/2023;6196.4;991.42;6196.4
SEL-10670;Cafetera Espresso;Presión 15 bares automática;616.09;2;16/05/2023;1232.18;197.15;1232.18
SEL-10199;Mochila Porta Laptop;Impermeable con puerto USB;746.71;5;11/12/2023;3733.55;597.37;3733.55
SEL-11117;Teclado Inalámbrico;Teclas silenciosas español;2985.63;3;13/11/2023;8956.89;1433.1;8956.89
SEL-10832;Batería Portátil;20000mAh carga rápida;3586.53;3;14/03/2023;10759.59;1721.53;10759.59
SEL-11409;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3789.97;5;17/06/2023;18949.85;3031.98;18949.85
SEL-11966;Teclado Inalámbrico;Teclas silenciosas español;5435.73;5;28/06/2023;27178.65;4348.58;27178.649999999998
SEL-11105;Lámpara LED Escritorio;3 niveles de temperatura de color;2831.88;4;03/02/2023;11327.52;1812.4;11327.52
SEL-10955;Teclado Inalámbrico;Teclas silenciosas español;1398.3;4;16/01/2023;5593.2;894.91;5593.2
SEL-10936;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;350.33;4;16/07/2023;1401.32;224.21;1401.32
SEL-11228;Smartphone X;Pantalla OLED 6.5 pulgadas;4845.66;5;11/08/2023;24228.3;3876.53;24228.3
SEL-11857;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4663.2;2;29/01/2023;9326.4;1492.22;9326.4
SEL-11348;Mochila Porta Laptop;Impermeable con puerto USB;1708.67;4;29/02/2024;6834.68;1093.55;6834.68
SEL-10777;Teclado Inalámbrico;Teclas silenciosas español;1938.5;5;15/11/2023;9692.5;1550.8;9692.5
SEL-11234;Teclado Inalámbrico;Teclas silenciosas español;660.66;4;13/07/2023;2642.64;422.82;2642.64
SEL-11943;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7504.61;3;10/05/2023;22513.83;3602.21;22513.829999999998
SEL-10280;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6820.96;5;26/01/2024;34104.8;5456.77;34104.8
SEL-10770;Cafetera Espresso;Presión 15 bares automática;4647.48;5;29/02/2024;23237.4;3717.98;23237.399999999998
SEL-11679;Smartphone X;Pantalla OLED 6.5 pulgadas;867.91;4;29/06/2023;3471.64;555.46;3471.64
SEL-10690;Teclado Inalámbrico;Teclas silenciosas español;5446.92;2;05/01/2023;10893.84;1743.01;10893.84
SEL-10301;Silla de Oficina;Soporte lumbar ajustable;6462.67;4;16/09/2023;25850.68;4136.11;25850.68
SEL-11912;Silla de Oficina;Soporte lumbar ajustable;7229.7;5;29/05/2023;36148.5;5783.76;36148.5
SEL-11237;Batería Portátil;20000mAh carga rápida;6223.13;1;15/04/2024;6223.13;995.7;6223.13
SEL-10447;Silla de Oficina;Soporte lumbar ajustable;7118.27;1;23/10/2023;7118.27;1138.92;7118.27
SEL-11949;Smartphone X;Pantalla OLED 6.5 pulgadas;4961.0;4;29/11/2023;19844.0;3175.04;19844.0
SEL-10296;Smartphone X;Pantalla OLED 6.5 pulgadas;2058.28;2;01/05/2024;4116.56;658.65;4116.56
SEL-10821;Teclado Inalámbrico;Teclas silenciosas español;2410.72;3;29/06/2023;7232.16;1157.15;7232.16
SEL-11689;Smartphone X;Pantalla OLED 6.5 pulgadas;1410.4;4;11/02/2023;5641.6;902.66;5641.6
SEL-11787;Silla de Oficina;Soporte lumbar ajustable;1402.7;2;17/07/2023;2805.4;448.86;2805.4
SEL-10095;Monitor Curvo 27';Resolución 2K 144Hz;0.0;1;05/05/2023;0.0;0.0;0.0
SEL-11517;Cafetera Espresso;Presión 15 bares automática;2720.84;3;07/04/2023;8162.52;1306.0;8162.52
SEL-11208;Batería Portátil;20000mAh carga rápida;4542.78;3;14/05/2023;13628.34;2180.53;13628.34
SEL-11163;Silla de Oficina;Soporte lumbar ajustable;7952.47;5;18/01/2024;39762.35;6361.98;39762.35
SEL-11420;Silla de Oficina;Soporte lumbar ajustable;4722.32;5;06/01/2024;23611.6;3777.86;23611.6
SEL-12189;Batería Portátil;20000mAh carga rápida;1180.27;5;18/05/2023;5901.35;944.22;5901.35
SEL-10482;Silla de Oficina;Soporte lumbar ajustable;5435.2;4;11/02/2023;21740.8;3478.53;21740.8
SEL-12198;Silla de Oficina;Soporte lumbar ajustable;4433.62;2;06/07/2023;8867.24;1418.76;8867.24
SEL-12093;Batería Portátil;20000mAh carga rápida;841.77;5;16/10/2023;4208.85;673.42;4208.85
SEL-12107;Smartphone X;Pantalla OLED 6.5 pulgadas;2841.89;1;10/03/2023;2841.89;454.7;2841.89
SEL-10258;Cafetera Espresso;Presión 15 bares automática;4545.04;5;11/05/2024;22725.2;3636.03;22725.2
SEL-11688;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1116.87;3;27/04/2024;3350.61;536.1;3350.6099999999997
SEL-12334;Silla de Oficina;Soporte lumbar ajustable;7472.11;5;11/01/2023;37360.55;5977.69;37360.549999999996
SEL-12171;Cafetera Espresso;Presión 15 bares automática;3220.3;3;16/04/2024;9660.9;1545.74;9660.900000000001
SEL-10789;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;2947.23;5;13/02/2024;14736.15;2357.78;14736.15
SEL-10056;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;0.0;4;08/01/2023;0.0;0.0;0.0
SEL-11059;Silla de Oficina;Soporte lumbar ajustable;5728.59;2;11/02/2023;11457.18;1833.15;11457.18
SEL-10589;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6609.68;5;16/06/2023;33048.4;5287.74;33048.4
SEL-10994;Smartphone X;Pantalla OLED 6.5 pulgadas;4358.58;3;28/01/2024;13075.74;2092.12;13075.74
SEL-11183;Cafetera Espresso;Presión 15 bares automática;6233.72;1;27/07/2023;6233.72;997.4;6233.72
SEL-10022;Lámpara LED Escritorio;3 niveles de temperatura de color;0.0;4;10/03/2023;0.0;0.0;0.0
SEL-11984;Batería Portátil;20000mAh carga rápida;7085.48;3;30/10/2023;21256.44;3401.03;21256.44
SEL-10220;Teclado Inalámbrico;Teclas silenciosas español;1283.2;5;23/09/2023;6416.0;1026.56;6416.0
SEL-10550;Smartphone X;Pantalla OLED 6.5 pulgadas;4503.19;3;17/12/2023;13509.57;2161.53;13509.57
SEL-11720;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;2632.44;2;02/02/2023;5264.88;842.38;5264.88
SEL-11280;Lámpara LED Escritorio;3 niveles de temperatura de color;7505.75;2;10/03/2023;15011.5;2401.84;15011.5
SEL-11967;Silla de Oficina;Soporte lumbar ajustable;6857.71;1;11/05/2023;6857.71;1097.23;6857.71
SEL-10309;Mochila Porta Laptop;Impermeable con puerto USB;5714.19;3;22/09/2023;17142.57;2742.81;17142.57
SEL-11804;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;784.15;2;02/06/2023;1568.3;250.93;1568.3
SEL-11345;Cafetera Espresso;Presión 15 bares automática;2467.02;1;16/07/2023;2467.02;394.72;2467.02
SEL-11399;Batería Portátil;20000mAh carga rápida;7816.78;2;15/08/2023;15633.56;2501.37;15633.56
SEL-12226;Monitor Curvo 27';Resolución 2K 144Hz;5314.13;3;17/12/2023;15942.39;2550.78;15942.39
SEL-10882;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;767.4;5;27/03/2023;3837.0;613.92;3837.0
SEL-10745;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;544.24;3;21/11/2023;1632.72;261.24;1632.72
SEL-10664;Silla de Oficina;Soporte lumbar ajustable;4262.85;2;25/05/2023;8525.7;1364.11;8525.7
SEL-12230;Smartphone X;Pantalla OLED 6.5 pulgadas;2964.02;4;15/04/2024;11856.08;1896.97;11856.08
SEL-12318;Teclado Inalámbrico;Teclas silenciosas español;1394.71;4;01/09/2023;5578.84;892.61;5578.84
SEL-11846;Teclado Inalámbrico;Teclas silenciosas español;994.07;4;06/11/2023;3976.28;636.2;3976.28
SEL-12105;Batería Portátil;20000mAh carga rápida;1850.54;2;01/10/2023;3701.08;592.17;3701.08
SEL-10707;Monitor Curvo 27';Resolución 2K 144Hz;5266.4;5;07/07/2023;26332.0;4213.12;26332.0
SEL-10778;Silla de Oficina;Soporte lumbar ajustable;6822.78;4;03/07/2023;27291.12;4366.58;27291.12
SEL-11076;Teclado Inalámbrico;Teclas silenciosas español;1740.37;1;26/03/2023;1740.37;278.46;1740.37
SEL-11611;Smartphone X;Pantalla OLED 6.5 pulgadas;6440.95;1;31/08/2023;6440.95;1030.55;6440.95
SEL-11290;Batería Portátil;20000mAh carga rápida;6714.38;2;15/08/2023;13428.76;2148.6;13428.76
SEL-11325;Batería Portátil;20000mAh carga rápida;6470.23;3;26/01/2023;19410.69;3105.71;19410.69
SEL-11544;Mochila Porta Laptop;Impermeable con puerto USB;6553.76;2;12/04/2024;13107.52;2097.2;13107.52
SEL-11344;Lámpara LED Escritorio;3 niveles de temperatura de color;1275.7;5;15/03/2023;6378.5;1020.56;6378.5
SEL-11747;Batería Portátil;20000mAh carga rápida;4691.62;5;20/12/2023;23458.1;3753.3;23458.1
SEL-11734;Cafetera Espresso;Presión 15 bares automática;585.32;2;03/09/2023;1170.64;187.3;1170.64
SEL-10864;Lámpara LED Escritorio;3 niveles de temperatura de color;2449.7;4;03/12/2023;9798.8;1567.81;9798.8
SEL-10513;Batería Portátil;20000mAh carga rápida;4187.79;5;05/12/2023;20938.95;3350.23;20938.95
SEL-11186;Lámpara LED Escritorio;3 niveles de temperatura de color;1351.9;3;26/11/2023;4055.7;648.91;4055.7000000000003
SEL-10548;Teclado Inalámbrico;Teclas silenciosas español;1764.51;3;11/04/2023;5293.53;846.96;5293.53
SEL-12037;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;657.61;5;02/02/2024;3288.05;526.09;3288.05
SEL-10686;Lámpara LED Escritorio;3 niveles de temperatura de color;6490.87;2;04/02/2024;12981.74;2077.08;12981.74
SEL-10328;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5438.28;4;21/04/2023;21753.12;3480.5;21753.12
SEL-10202;Cafetera Espresso;Presión 15 bares automática;1568.85;5;11/05/2023;7844.25;1255.08;7844.25
SEL-11359;Batería Portátil;20000mAh carga rápida;1905.12;1;06/02/2024;1905.12;304.82;1905.12
SEL-12015;Silla de Oficina;Soporte lumbar ajustable;2505.99;4;17/12/2023;10023.96;1603.83;10023.96
SEL-10102;Lámpara LED Escritorio;3 niveles de temperatura de color;6812.86;5;01/03/2024;34064.3;5450.29;34064.299999999996
SEL-10094;Lámpara LED Escritorio;3 niveles de temperatura de color;0.0;5;18/04/2024;0.0;0.0;0.0
SEL-11522;Smartphone X;Pantalla OLED 6.5 pulgadas;2046.32;1;09/09/2023;2046.32;327.41;2046.32
SEL-11938;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3012.14;5;22/09/2023;15060.7;2409.71;15060.699999999999
SEL-11519;Smartphone X;Pantalla OLED 6.5 pulgadas;4699.79;4;30/01/2024;18799.16;3007.87;18799.16
SEL-10427;Mochila Porta Laptop;Impermeable con puerto USB;3770.73;1;26/10/2023;3770.73;603.32;3770.73
SEL-10052;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;0.0;1;27/03/2024;0.0;0.0;0.0
SEL-10909;Lámpara LED Escritorio;3 niveles de temperatura de color;7642.72;2;13/10/2023;15285.44;2445.67;15285.44
SEL-11295;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6036.8;4;07/02/2024;24147.2;3863.55;24147.2
SEL-12283;Cafetera Espresso;Presión 15 bares automática;6458.98;3;13/11/2023;19376.94;3100.31;19376.94
SEL-11442;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5551.61;5;05/03/2024;27758.05;4441.29;27758.05
SEL-11322;Smartphone X;Pantalla OLED 6.5 pulgadas;3994.31;2;20/09/2023;7988.62;1278.18;7988.62
SEL-12416;Mochila Porta Laptop;Impermeable con puerto USB;447.48;3;20/04/2024;1342.44;214.79;1342.44
SEL-10857;Monitor Curvo 27';Resolución 2K 144Hz;1782.62;1;17/08/2023;1782.62;285.22;1782.62
SEL-11000;Mochila Porta Laptop;Impermeable con puerto USB;2654.71;4;25/12/2023;10618.84;1699.01;10618.84
SEL-10317;Teclado Inalámbrico;Teclas silenciosas español;6898.87;1;28/06/2023;6898.87;1103.82;6898.87
SEL-12048;Batería Portátil;20000mAh carga rápida;2483.28;4;10/02/2024;9933.12;1589.3;9933.12
SEL-11356;Mochila Porta Laptop;Impermeable con puerto USB;2393.71;4;11/10/2023;9574.84;1531.97;9574.84
SEL-11993;Smartphone X;Pantalla OLED 6.5 pulgadas;2736.09;2;15/03/2023;5472.18;875.55;5472.18
SEL-12190;Mochila Porta Laptop;Impermeable con puerto USB;4543.74;3;29/01/2024;13631.22;2181.0;13631.22
SEL-11022;Teclado Inalámbrico;Teclas silenciosas español;1998.4;2;22/01/2024;3996.8;639.49;3996.8
SEL-10308;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7291.08;4;16/10/2023;29164.32;4666.29;29164.32
SEL-10433;Batería Portátil;20000mAh carga rápida;1246.18;4;08/10/2023;4984.72;797.56;4984.72
SEL-12077;Lámpara LED Escritorio;3 niveles de temperatura de color;6081.73;4;31/01/2024;24326.92;3892.31;24326.92
SEL-12066;Mochila Porta Laptop;Impermeable con puerto USB;4436.85;3;12/01/2024;13310.55;2129.69;13310.550000000001
SEL-10236;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3736.81;3;10/07/2023;11210.43;1793.67;11210.43
SEL-10147;Smartphone X;Pantalla OLED 6.5 pulgadas;5669.84;4;02/02/2024;22679.36;3628.7;22679.36
SEL-10243;Monitor Curvo 27';Resolución 2K 144Hz;2657.73;2;10/02/2024;5315.46;850.47;5315.46
SEL-10229;Batería Portátil;20000mAh carga rápida;7173.09;1;26/02/2023;7173.09;1147.69;7173.09
SEL-12359;Smartphone X;Pantalla OLED 6.5 pulgadas;2631.05;1;04/05/2024;2631.05;420.97;2631.05
SEL-10700;Monitor Curvo 27';Resolución 2K 144Hz;6155.81;2;26/09/2023;12311.62;1969.86;12311.62
SEL-12284;Cafetera Espresso;Presión 15 bares automática;3660.62;2;11/12/2023;7321.24;1171.4;7321.24
SEL-11784;Monitor Curvo 27';Resolución 2K 144Hz;2542.04;1;04/11/2023;2542.04;406.73;2542.04
SEL-10238;Teclado Inalámbrico;Teclas silenciosas español;6143.4;5;05/07/2023;30717.0;4914.72;30717.0
SEL-12134;Batería Portátil;20000mAh carga rápida;5469.53;1;05/10/2023;5469.53;875.12;5469.53
SEL-12261;Mochila Porta Laptop;Impermeable con puerto USB;3052.91;2;25/08/2023;6105.82;976.93;6105.82
SEL-12182;Mochila Porta Laptop;Impermeable con puerto USB;5090.28;3;05/04/2024;15270.84;2443.33;15270.84
SEL-11133;Smartphone X;Pantalla OLED 6.5 pulgadas;1307.12;5;15/04/2024;6535.6;1045.7;6535.599999999999
SEL-12042;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7414.44;5;10/05/2023;37072.2;5931.55;37072.2
SEL-11656;Batería Portátil;20000mAh carga rápida;7221.01;1;10/02/2024;7221.01;1155.36;7221.01
SEL-12099;Smartphone X;Pantalla OLED 6.5 pulgadas;1454.16;1;19/05/2023;1454.16;232.67;1454.16
SEL-11241;Smartphone X;Pantalla OLED 6.5 pulgadas;3119.95;4;03/04/2024;12479.8;1996.77;12479.8
SEL-10846;Cafetera Espresso;Presión 15 bares automática;3416.36;1;26/09/2023;3416.36;546.62;3416.36
SEL-10473;Monitor Curvo 27';Resolución 2K 144Hz;4865.57;2;06/05/2023;9731.14;1556.98;9731.14
SEL-11397;Mochila Porta Laptop;Impermeable con puerto USB;7875.81;5;24/01/2023;39379.05;6300.65;39379.05
SEL-11372;Batería Portátil;20000mAh carga rápida;4516.41;2;24/03/2023;9032.82;1445.25;9032.82
SEL-10242;Silla de Oficina;Soporte lumbar ajustable;2670.13;2;22/03/2023;5340.26;854.44;5340.26
SEL-12258;Cafetera Espresso;Presión 15 bares automática;6729.87;2;11/02/2024;13459.74;2153.56;13459.74
SEL-11169;Lámpara LED Escritorio;3 niveles de temperatura de color;2004.71;4;11/11/2023;8018.84;1283.01;8018.84
SEL-10254;Mochila Porta Laptop;Impermeable con puerto USB;3667.59;2;15/06/2023;7335.18;1173.63;7335.18
SEL-12080;Teclado Inalámbrico;Teclas silenciosas español;7011.36;2;17/01/2023;14022.72;2243.64;14022.72
SEL-10630;Mochila Porta Laptop;Impermeable con puerto USB;7482.6;2;25/04/2023;14965.2;2394.43;14965.2
SEL-12016;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6967.42;1;25/01/2024;6967.42;1114.79;6967.42
SEL-10324;Lámpara LED Escritorio;3 niveles de temperatura de color;2829.47;3;15/10/2023;8488.41;1358.15;8488.41
SEL-11489;Lámpara LED Escritorio;3 niveles de temperatura de color;767.49;3;31/07/2023;2302.47;368.4;2302.4700000000003
SEL-10737;Smartphone X;Pantalla OLED 6.5 pulgadas;701.17;2;27/09/2023;1402.34;224.37;1402.34
SEL-10282;Silla de Oficina;Soporte lumbar ajustable;5231.1;4;02/05/2023;20924.4;3347.9;20924.4
SEL-12049;Mochila Porta Laptop;Impermeable con puerto USB;7071.49;2;16/02/2024;14142.98;2262.88;14142.98
SEL-12437;Lámpara LED Escritorio;3 niveles de temperatura de color;6364.89;1;29/07/2023;6364.89;1018.38;6364.89
SEL-10951;Batería Portátil;20000mAh carga rápida;3365.91;3;08/02/2024;10097.73;1615.64;10097.73
SEL-12207;Silla de Oficina;Soporte lumbar ajustable;3529.42;3;16/02/2024;10588.26;1694.12;10588.26
SEL-10383;Lámpara LED Escritorio;3 niveles de temperatura de color;1773.86;1;09/10/2023;1773.86;283.82;1773.86
SEL-11005;Smartphone X;Pantalla OLED 6.5 pulgadas;3509.96;4;08/01/2023;14039.84;2246.37;14039.84
SEL-10354;Lámpara LED Escritorio;3 niveles de temperatura de color;3692.96;2;07/01/2023;7385.92;1181.75;7385.92
SEL-10502;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3289.47;5;13/03/2023;16447.35;2631.58;16447.35
SEL-12335;Mochila Porta Laptop;Impermeable con puerto USB;4972.02;4;03/06/2023;19888.08;3182.09;19888.08
SEL-10817;Silla de Oficina;Soporte lumbar ajustable;1008.2;4;02/04/2024;4032.8;645.25;4032.8
SEL-12255;Smartphone X;Pantalla OLED 6.5 pulgadas;6597.6;4;07/03/2024;26390.4;4222.46;26390.4
SEL-12166;Mochila Porta Laptop;Impermeable con puerto USB;2264.95;1;18/11/2023;2264.95;362.39;2264.95
SEL-10370;Silla de Oficina;Soporte lumbar ajustable;4233.38;4;23/03/2024;16933.52;2709.36;16933.52
SEL-10118;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3985.9;4;02/02/2024;15943.6;2550.98;15943.6
SEL-10156;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;2873.72;3;11/01/2023;8621.16;1379.39;8621.16
